po_id,vendor_id,pr_id,po_date,currency,exchange_rate,status,total_po_value,department_id,is_emergency_order
3148,23,410,8/7/2022,BDT,1,Released,3939638.08,2,0
3149,121,0,6/15/2021,USD,85.67,Released,30495.18,4,0
3150,141,52,10/15/2022,USD,107.23,Released,326034.59,4,0
3151,57,2408,10/7/2023,BDT,1,Released,9595912.09,1,0
3152,79,722,11/30/2021,BDT,1,Released,3104554,1,0
3153,149,2184,5/2/2022,CNY,95.41,Released,892044.49,4,0
3154,67,2292,2/3/2023,BDT,1,Released,4393516.48,4,0
3155,140,90,4/9/2022,CNY,87.75,Released,135885.16,6,0
3156,28,178,9/30/2022,BDT,1,Released,2803149.19,2,0
3157,107,1035,8/28/2021,USD,85.82,Released,84032.66,4,0
3158,109,1439,2/8/2022,BDT,1,Released,1103820.09,2,0
3159,6,148,12/10/2021,USD,84.94,Released,103942.17000000001,6,0
3160,1,786,4/11/2021,USD,85.17,Released,24400.24,6,0
3161,56,345,7/20/2022,BDT,1,Released,2347926.9,5,0
3162,60,2308,4/25/2022,CNY,87.07,Released,482325.41,1,0
3163,114,0,5/7/2022,BDT,1,Released,2087043.44,3,0
3164,59,1254,1/27/2023,BDT,1,Released,5244529.9,5,0
3165,26,1841,6/10/2023,BDT,1,Released,1144022.69,1,0
3166,102,2282,8/10/2020,BDT,1,Released,2404859,4,0
3167,122,951,9/18/2023,BDT,1,Released,4399209.18,5,0
3168,110,2430,4/29/2022,BDT,1,Released,275680.38,3,0
3169,31,667,6/20/2022,BDT,1,Released,2501075.55,1,0
3170,77,1150,1/17/2021,BDT,1,Released,4289004,2,0
3171,50,2441,4/15/2022,USD,86.97,Released,17992.489999999998,3,0
3172,105,679,1/6/2023,BDT,1,Released,2530742.93,5,0
3173,110,70,5/29/2022,BDT,1,Released,4468729.12,3,0
3174,121,1290,3/1/2023,USD,107.42,Released,28795.06,4,0
3175,55,1430,4/14/2023,BDT,1,Released,2798289.59,1,0
3176,39,0,3/12/2021,BDT,1,Released,4687506,1,0
3177,111,382,1/27/2021,BDT,1,Released,266770,5,0
3178,126,601,5/20/2023,BDT,1,Released,717174.78,5,0
3179,148,864,6/28/2023,BDT,1,Released,1489143.3900000001,1,0
3180,117,2494,11/1/2023,BDT,1,Released,2359178.81,3,0
3181,127,1679,6/7/2022,BDT,1,Released,2916424.17,6,0
3182,88,384,3/13/2021,BDT,1,Released,3678559,2,0
3183,103,0,8/4/2023,USD,109.17,Released,152865.47999999998,4,0
3184,50,779,10/22/2021,USD,85.78,Released,812492.5399999999,3,0
3185,68,1812,8/8/2023,BDT,1,Released,1302720.49,1,0
3186,142,186,7/4/2021,BDT,1,Released,2224044,6,0
3187,126,2275,10/26/2023,BDT,1,Released,6206465.78,5,0
3188,115,274,12/29/2020,USD,84.99,Released,888103.2,5,0
3189,76,1608,8/24/2023,BDT,1,Released,3321509.75,1,0
3190,142,920,6/27/2023,BDT,1,Released,1718043.6199999999,6,0
3191,112,454,1/21/2023,BDT,1,Released,2570938.56,6,0
3192,50,1294,4/25/2022,USD,86.95,Released,14914.29,3,0
3193,82,1519,11/5/2022,CNY,109.97,Released,191792.56,6,0
3194,70,0,10/19/2023,BDT,1,Released,5465259.73,6,1
3195,136,2300,10/4/2022,BDT,1,Released,2318592.05,1,0
3196,39,54,3/21/2023,BDT,1,Released,2236914.4499999997,1,0
3197,103,1266,8/2/2022,USD,102.5,Released,117594.26,4,0
3198,144,0,4/13/2022,USD,86.58,Released,600327.73,6,1
3199,23,0,4/2/2023,BDT,1,Released,327199.95,2,0
3200,73,1557,11/12/2023,CNY,109.77,Released,35831.98,6,0
3201,124,963,1/15/2022,USD,86.49,Released,7103.49,5,0
3202,111,0,4/22/2020,BDT,1,Released,2735598,5,1
3203,149,0,7/26/2021,CNY,84.95,Released,598920.26,4,0
3204,90,1799,6/8/2021,BDT,1,Released,2820531,1,0
3205,60,0,11/22/2023,CNY,107.05,Released,112442.6,1,0
3206,7,0,3/2/2023,BDT,1,Released,3901167.66,1,0
3207,129,0,12/5/2023,USD,107.68,Released,30069.559999999998,2,1
3208,83,0,10/23/2022,BDT,1,Released,5693498.600000001,3,1
3209,4,1124,7/22/2022,BDT,1,Released,2506110.3,3,0
3210,42,1196,6/11/2023,USD,107.99,Released,118189.44,3,0
3211,50,0,9/18/2023,USD,110.13,Released,430671.52,3,0
3212,80,42,8/13/2021,BDT,1,Released,339779,2,0
3213,146,513,5/3/2023,BDT,1,Released,1245576.11,2,0
3214,72,2338,9/16/2021,BDT,1,Released,1498968,1,0
3215,74,0,10/27/2021,BDT,1,Released,1079894,4,1
3216,103,1494,10/18/2021,USD,85.77,Released,953633.7000000001,4,0
3217,22,2199,11/18/2023,BDT,1,Released,296313.3,3,0
3218,58,108,7/8/2022,BDT,1,Released,2339899.79,1,0
3219,21,2048,7/28/2021,BDT,1,Released,1448024,2,0
3220,103,1273,12/26/2023,USD,106.41,Released,383572.09,4,0
3221,30,1131,11/3/2022,BDT,1,Released,2677653.07,5,0
3222,9,2215,9/7/2021,BDT,1,Released,1298086,3,0
3223,121,1231,12/23/2020,USD,85.08,Released,9413.3,4,0
3224,99,1679,6/7/2022,BDT,1,Released,1755825.6400000001,6,0
3225,73,2367,12/18/2022,CNY,112.57,Released,85457.45,6,0
3226,63,239,10/3/2022,BDT,1,Released,871648.37,3,0
3227,105,2042,7/23/2023,BDT,1,Released,1189847.71,5,0
3228,89,2292,2/3/2023,CNY,107.85,Released,29835.870000000003,1,0
3229,13,1298,12/17/2022,USD,112.12,Released,162872.47,3,0
3230,17,2453,11/22/2021,USD,84.88,Released,395558.1,4,0
3231,7,743,11/4/2022,BDT,1,Released,3377417.65,1,0
3232,147,1543,6/18/2023,BDT,1,Released,2303888.7199999997,1,0
3233,41,1058,1/20/2022,CNY,85.54,Released,5244.61,3,0
3234,126,2380,11/7/2023,BDT,1,Released,2745138.07,5,0
3235,127,1061,12/21/2023,BDT,1,Released,968757.8,6,0
3236,135,2494,11/1/2023,USD,107.9,Released,188481.94000000003,3,0
3237,9,2029,6/26/2021,BDT,1,Released,1515318,3,0
3238,105,1948,4/16/2023,BDT,1,Released,1468754.14,5,0
3239,86,1694,8/11/2023,BDT,1,Released,7113504.45,5,0
3240,86,1946,11/26/2022,BDT,1,Released,1947154.12,5,0
3241,2,896,1/23/2023,BDT,1,Released,4028680.51,1,0
3242,131,235,4/6/2022,BDT,1,Released,280984.56,5,0
3243,39,713,2/3/2021,BDT,1,Released,1943258,1,0
3244,124,767,10/28/2023,USD,106.19,Released,92035.6,5,0
3245,55,0,7/2/2020,BDT,1,Released,4420427,1,0
3246,94,0,5/11/2021,BDT,1,Released,1658258,1,0
3247,30,1612,12/4/2022,BDT,1,Released,6856702.470000001,5,0
3248,42,1173,2/26/2021,USD,85.15,Released,44179.38,3,0
3249,55,0,11/18/2021,BDT,1,Released,3727881,1,0
3250,87,1072,4/5/2023,BDT,1,Released,2677381.94,1,0
3251,93,0,6/25/2020,BDT,1,Released,1675204,2,0
3252,24,0,2/26/2023,BDT,1,Released,2043725.3499999999,4,0
3253,32,1733,10/11/2020,USD,84.9,Released,3771.3,5,0
3254,81,2191,12/22/2023,BDT,1,Released,3916183.1100000003,3,0
3255,104,2029,6/26/2022,BDT,1,Released,3247577.38,3,0
3256,35,519,12/25/2021,BDT,1,Released,1051573,4,0
3257,129,0,3/6/2023,USD,107.57,Released,138343.58000000002,2,1
3258,124,2125,11/25/2023,USD,106.09,Released,363437.23000000004,5,0
3259,27,1768,5/25/2023,BDT,1,Released,3718897.71,1,0
3260,26,1056,10/7/2022,BDT,1,Released,6678131.8100000005,1,0
3261,148,408,5/23/2023,BDT,1,Released,3706507.9499999997,1,0
3262,120,2117,8/14/2022,BDT,1,Released,3504439.33,3,0
3263,150,2391,11/26/2022,BDT,1,Released,3138802.83,6,0
3264,108,1769,12/27/2021,CNY,85.62,Released,615941.22,3,0
3265,85,0,11/27/2022,CNY,110.22,Released,252196.12,1,0
3266,40,2154,10/16/2023,USD,110.44,Released,29600.59,5,0
3267,121,685,12/5/2023,USD,109.01,Released,43985.3,4,0
3268,145,1768,7/23/2023,BDT,1,Released,4012686.48,3,0
3269,5,1194,9/13/2023,BDT,1,Released,9193786.57,2,0
3270,111,0,4/16/2021,BDT,1,Released,3926136,5,1
3271,141,1943,6/13/2022,USD,97.17,Released,488085.12,4,0
3272,104,0,3/13/2021,BDT,1,Released,4096430,3,0
3273,11,2465,3/31/2023,BDT,1,Released,775612.23,5,0
3274,125,0,10/30/2022,BDT,1,Released,8910045.82,6,0
3275,62,0,10/29/2021,USD,85.74,Released,968966.6,3,0
3276,1,965,11/26/2023,USD,110.03,Released,11423.04,6,0
3277,2,2012,12/5/2022,BDT,1,Released,1122804.67,1,0
3278,146,2305,10/22/2023,BDT,1,Released,1750484.17,2,0
3279,47,0,10/1/2020,CNY,84.98,Released,930.7,2,0
3280,48,464,3/22/2021,USD,85.64,Released,2175,6,0
3281,11,649,8/9/2020,BDT,1,Released,2325460,5,0
3282,76,1448,7/9/2023,BDT,1,Released,2094772.88,1,0
3283,111,224,5/19/2023,BDT,1,Released,2376638.34,5,0
3284,9,2179,3/1/2023,BDT,1,Released,1104132.2,3,0
3285,41,849,3/28/2023,CNY,110.11,Released,32062.09,3,0
3286,41,980,7/8/2023,CNY,107.2,Released,369381.16,3,0
3287,51,1572,12/23/2021,BDT,1,Released,717906,6,0
3288,13,61,2/21/2021,USD,86.1,Released,348080.2,3,0
3289,31,504,12/10/2022,BDT,1,Released,1190102.92,1,0
3290,11,0,9/24/2020,BDT,1,Released,5357254,5,0
3291,41,886,1/8/2022,CNY,87.45,Released,393937.19,3,0
3292,138,185,2/6/2023,CNY,109.62,Released,490036.94,1,0
3293,147,767,5/22/2023,BDT,1,Released,1615367.27,1,0
3294,56,1226,3/14/2022,BDT,1,Released,51388.14,5,0
3295,80,878,4/20/2022,BDT,1,Released,1553964.07,2,0
3296,44,1921,10/25/2022,BDT,1,Released,6827296.63,3,0
3297,93,0,12/24/2022,BDT,1,Released,3084047.78,2,0
3298,93,1928,11/26/2023,BDT,1,Released,2789334.3600000003,2,0
3299,97,375,4/27/2022,USD,88.05,Released,65315.72,4,0
3300,103,0,10/16/2023,USD,107.2,Released,9061.25,4,0
3301,5,823,9/22/2023,BDT,1,Released,6980245.98,2,0
3302,31,2299,3/3/2021,BDT,1,Released,486927,1,0
3303,131,2356,5/7/2023,BDT,1,Released,2227923.71,5,0
3304,142,2161,11/21/2021,BDT,1,Released,296286,6,0
3305,100,1413,12/20/2022,USD,112.16,Released,29468.97,5,0
3306,108,1496,1/3/2023,CNY,110.47,Released,33240.93,3,0
3307,46,669,7/1/2022,USD,100.17,Released,29661.96,2,0
3308,4,1679,6/7/2022,BDT,1,Released,2964925.5999999996,3,0
3309,105,1553,10/2/2023,BDT,1,Released,2080000.48,5,0
3310,82,1906,5/17/2022,CNY,95.16,Released,455018.07999999996,6,0
3311,54,529,12/30/2023,CNY,109.1,Released,82322.71,5,0
3312,24,1317,11/25/2023,BDT,1,Released,3344936.9099999997,4,0
3313,54,1166,10/5/2023,CNY,109.94,Released,655.63,5,0
3314,34,1340,9/11/2023,BDT,1,Released,3432241,2,0
3315,125,1050,8/6/2023,BDT,1,Released,7065458.53,6,0
3316,64,1800,12/18/2022,BDT,1,Released,2881807.29,1,0
3317,140,0,12/11/2022,CNY,112.85,Released,184271.09,6,0
3318,71,1430,2/5/2023,CNY,108.49,Released,42658.4,3,0
3319,112,915,6/13/2020,BDT,1,Released,2567116,6,0
3320,87,2462,6/21/2023,BDT,1,Released,7817187.55,1,0
3321,55,2496,1/8/2023,BDT,1,Released,2299167.21,1,0
3322,64,2133,3/23/2023,BDT,1,Released,455856.09,1,0
3323,133,0,6/17/2021,BDT,1,Released,5652588,3,1
3324,31,52,7/25/2023,BDT,1,Released,8819404.65,1,0
3325,62,1525,11/12/2021,USD,85.78,Released,73317.31,3,0
3326,45,2298,12/1/2023,BDT,1,Released,4932638.2,3,0
3327,21,0,3/22/2021,BDT,1,Released,382785,2,0
3328,56,1839,8/25/2021,BDT,1,Released,4577207,5,0
3329,115,1570,4/4/2022,USD,87.68,Released,732002.13,5,0
3330,133,1624,6/19/2022,BDT,1,Released,1956440.76,3,0
3331,83,2115,10/18/2021,BDT,1,Released,246987,3,0
3332,37,1962,4/22/2023,BDT,1,Released,1461335.71,2,0
3333,68,1156,2/20/2021,BDT,1,Released,3846573,1,0
3334,111,304,4/18/2021,BDT,1,Released,2378144,5,0
3335,101,0,8/23/2020,BDT,1,Released,3968063,3,0
3336,67,0,3/4/2023,BDT,1,Released,4894524.76,4,0
3337,23,353,6/21/2023,BDT,1,Released,1676696.37,2,0
3338,31,2310,12/20/2022,BDT,1,Released,7431855.21,1,0
3339,11,1281,12/15/2023,BDT,1,Released,5819515.46,5,0
3340,139,468,9/21/2023,USD,110.49,Released,595810.03,6,0
3341,66,2458,3/18/2023,BDT,1,Released,3476489.84,5,0
3342,80,1423,2/13/2023,BDT,1,Released,2628293,2,0
3343,47,0,7/25/2023,CNY,108.73,Released,123548.88,2,0
3344,9,844,12/24/2023,BDT,1,Released,2861467.4899999998,3,0
3345,37,383,8/25/2022,BDT,1,Released,3956170.6399999997,2,0
3346,102,168,8/11/2023,BDT,1,Released,2488148.6799999997,4,0
3347,73,1757,12/29/2022,CNY,112.52,Released,980.0999999999999,6,0
3348,111,1483,4/18/2023,BDT,1,Released,1388650.48,5,0
3349,70,2291,8/26/2020,BDT,1,Released,528728,6,0
3350,145,450,6/25/2022,BDT,1,Released,5043957.140000001,3,0
3351,31,189,7/11/2021,BDT,1,Released,4497703,1,0
3352,96,820,11/26/2023,BDT,1,Released,6004434.94,3,0
3353,133,0,9/2/2023,BDT,1,Released,3714133.87,3,1
3354,49,2453,12/24/2023,BDT,1,Released,104488.48,4,0
3355,142,555,1/24/2023,BDT,1,Released,3680146.06,6,0
3356,47,515,7/16/2023,CNY,107.69,Released,220084.59,2,0
3357,8,1874,2/13/2022,BDT,1,Released,3300911.07,3,0
3358,68,2495,8/11/2022,BDT,1,Released,593019.98,1,0
3359,30,0,7/5/2020,BDT,1,Released,2712904,5,1
3360,8,996,12/9/2021,BDT,1,Released,2925200,3,0
3361,34,19,6/28/2022,BDT,1,Released,2484371.33,2,0
3362,9,264,6/28/2021,BDT,1,Released,893991,3,0
3363,97,265,6/6/2021,USD,85.08,Released,13758.11,4,0
3364,90,1440,8/30/2022,BDT,1,Released,976163.45,1,0
3365,18,0,5/11/2020,BDT,1,Released,2644978,3,0
3366,126,0,8/22/2020,BDT,1,Released,2711458,5,0
3367,60,128,12/28/2021,CNY,85.71,Released,3321.6,1,0
3368,129,2445,6/25/2022,USD,97.81,Released,207993.39,2,0
3369,72,64,9/2/2022,BDT,1,Released,927603.12,1,0
3370,130,1489,3/4/2023,BDT,1,Released,922501.4199999999,1,0
3371,127,2457,7/15/2021,BDT,1,Released,3111888,6,0
3372,58,1092,3/4/2023,BDT,1,Released,2359648.16,1,0
3373,38,0,4/16/2022,BDT,1,Released,2463563.6799999997,6,0
3374,32,151,6/16/2023,USD,107.81,Released,339627.84,5,0
3375,75,1930,7/4/2023,BDT,1,Released,5979438.03,3,0
3376,107,2124,11/5/2022,USD,109.91,Released,46629.6,4,0
3377,45,20,5/6/2021,BDT,1,Released,2202035,3,0
3378,22,0,4/6/2021,BDT,1,Released,2819082,3,0
3379,72,0,11/17/2022,BDT,1,Released,1611615.88,1,0
3380,12,1173,8/7/2020,USD,85.15,Released,943317.13,2,0
3381,70,1572,12/23/2021,BDT,1,Released,4516783,6,0
3382,66,946,2/23/2022,BDT,1,Released,6301586.7,5,0
3383,84,0,5/26/2021,BDT,1,Released,3862758,2,0
3384,87,2016,10/26/2023,BDT,1,Released,3963941.41,1,0
3385,57,40,12/18/2022,BDT,1,Released,4161328.13,1,0
3386,31,800,7/15/2023,BDT,1,Released,6185594.88,1,0
3387,4,927,6/23/2022,BDT,1,Released,525717.39,3,0
3388,3,2013,12/3/2021,BDT,1,Released,3565729,1,0
3389,27,1642,11/10/2020,BDT,1,Released,104804,1,0
3390,64,0,5/25/2021,BDT,1,Released,1704761,1,0
3391,73,1796,4/11/2022,CNY,86.01,Released,35506.18,6,0
3392,97,0,5/16/2021,USD,85.49,Released,70866.95,4,0
3393,102,0,10/16/2023,BDT,1,Released,39459.28,4,0
3394,24,1078,12/3/2022,BDT,1,Released,1102823.72,4,0
3395,11,1549,10/8/2021,BDT,1,Released,3016396,5,0
3396,33,0,7/23/2023,USD,108.41,Released,606055.27,6,0
3397,52,0,7/31/2022,USD,99.7,Released,53281.36,3,0
3398,150,1312,12/13/2023,BDT,1,Released,1655785.6,6,0
3399,41,0,5/5/2022,CNY,94.63,Released,587245.97,3,0
3400,4,0,9/18/2020,BDT,1,Released,1439176,3,0
3401,148,871,5/4/2022,BDT,1,Released,1567743.43,1,0
3402,24,2408,7/29/2022,BDT,1,Released,2810944.5500000003,4,0
3403,145,0,3/19/2020,BDT,1,Released,1111663,3,0
3404,124,2037,7/21/2021,USD,86.46,Released,335895.31999999995,5,0
3405,42,1683,2/26/2020,USD,84.7,Released,18744.48,3,0
3406,149,0,5/8/2021,CNY,86.02,Released,14054.04,4,0
3407,26,2238,3/28/2021,BDT,1,Released,5057836,1,0
3408,62,268,1/9/2021,USD,84.96,Released,5523,3,0
3409,92,2360,9/19/2023,BDT,1,Released,5271072.819999999,2,0
3410,63,868,1/7/2023,BDT,1,Released,899514.77,3,0
3411,65,2260,7/1/2021,BDT,1,Released,1654657,6,0
3412,129,0,6/20/2022,USD,97.38,Released,17351.469999999998,2,1
3413,107,0,3/16/2020,USD,84.56,Released,14393.46,4,0
3414,110,1728,10/21/2022,BDT,1,Released,1844727.8599999999,3,0
3415,33,1215,7/29/2023,USD,105.84,Released,13340.32,6,0
3416,99,273,3/20/2023,BDT,1,Released,4169356.58,6,0
3417,21,1746,5/9/2023,BDT,1,Released,2705305.17,2,0
3418,103,2321,10/27/2023,USD,106.37,Released,69415.62,4,0
3419,107,827,11/22/2022,USD,110.2,Released,159262.6,4,0
3420,24,461,5/9/2022,BDT,1,Released,5297607.93,4,0
3421,138,0,2/15/2020,CNY,84.53,Released,821257.13,1,0
3422,47,2190,10/16/2021,CNY,85.6,Released,25187.379999999997,2,0
3423,6,1471,5/11/2023,USD,109.02,Released,556874.68,6,0
3424,67,265,3/1/2023,BDT,1,Released,2476373.4699999997,4,0
3425,60,2215,8/31/2021,CNY,85.6,Released,261305.50999999998,1,0
3426,101,904,10/8/2022,BDT,1,Released,5678850.14,3,0
3427,77,1796,3/19/2022,BDT,1,Released,3208770.07,2,0
3428,48,2217,9/14/2021,USD,85.49,Released,112286.87999999999,6,0
3429,110,1634,10/31/2023,BDT,1,Released,3515557.99,3,0
3430,110,2186,9/6/2022,BDT,1,Released,1950190.79,3,0
3431,46,5,5/5/2022,USD,95.35,Released,208580.24,2,0
3432,113,0,9/3/2021,BDT,1,Released,5503081,6,0
3433,9,1970,12/4/2020,BDT,1,Released,2355474,3,0
3434,7,1058,2/5/2023,BDT,1,Released,6891432.58,1,0
3435,27,1047,7/13/2023,BDT,1,Released,323588.91000000003,1,0
3436,84,325,6/20/2020,BDT,1,Released,580929,2,0
3437,63,237,7/18/2023,BDT,1,Released,405960,3,0
3438,24,2284,12/16/2023,BDT,1,Released,1668187.36,4,0
3439,128,1289,11/6/2021,USD,84.56,Released,103089.42,2,0
3440,61,0,3/23/2022,USD,86.26,Released,32321.67,1,0
3441,9,1120,3/3/2023,BDT,1,Released,3666134.92,3,0
3442,114,0,5/4/2020,BDT,1,Released,241920,3,0
3443,38,0,3/6/2023,BDT,1,Released,3394595.96,6,0
3444,23,343,9/28/2023,BDT,1,Released,2331089.08,2,0
3445,135,1744,6/9/2022,USD,97.42,Released,3800.5499999999997,3,0
3446,20,1686,4/4/2022,BDT,1,Released,1217362.68,4,0
3447,149,1859,3/12/2022,CNY,86.07,Released,10385.539999999999,4,0
3448,34,2105,9/30/2022,BDT,1,Released,2745415.71,2,0
3449,134,0,10/28/2020,BDT,1,Released,4409277,1,0
3450,82,602,3/22/2023,CNY,109.3,Released,862.28,6,0
3451,75,1112,9/16/2023,BDT,1,Released,2100654.44,3,0
3452,92,1316,3/22/2022,BDT,1,Released,2250163.84,2,0
3453,26,524,10/21/2021,BDT,1,Released,5225262,1,0
3454,116,798,12/22/2022,BDT,1,Released,60142.47,1,0
3455,35,2157,9/10/2022,BDT,1,Released,1980008.3599999999,4,0
3456,116,1430,2/5/2023,BDT,1,Released,3507485.37,1,0
3457,2,0,4/20/2023,BDT,1,Released,2617707.37,1,0
3458,74,1970,11/5/2023,BDT,1,Released,3722294.48,4,0
3459,121,202,7/12/2020,USD,85.31,Released,12205.29,4,0
3460,123,2459,7/16/2023,USD,108.37,Released,71193.16,2,0
3461,126,1182,4/21/2022,BDT,1,Released,2864246.02,5,0
3462,82,1831,7/24/2020,CNY,84.71,Released,190268.36,6,0
3463,32,2307,7/21/2021,USD,85.64,Released,354751.57,5,0
3464,34,603,5/16/2023,BDT,1,Released,2156228.58,2,0
3465,19,1842,9/11/2023,USD,107.83,Released,568058.96,1,0
3466,82,1226,2/15/2021,CNY,86.12,Released,428112.75999999995,6,0
3467,87,60,9/18/2021,BDT,1,Released,4688722,1,0
3468,66,1428,3/4/2022,BDT,1,Released,2694148.65,5,0
3469,1,1586,3/2/2022,USD,86.1,Released,7543.619999999999,6,0
3470,146,357,11/23/2021,BDT,1,Released,323792,2,0
3471,11,1491,3/7/2023,BDT,1,Released,4838073.85,5,0
3472,63,0,1/29/2022,BDT,1,Released,1018199.5899999999,3,0
3473,137,0,8/3/2022,USD,102.5,Released,114958.5,2,0
3474,1,699,11/22/2022,USD,110.34,Released,61184.11,6,0
3475,146,202,7/12/2020,BDT,1,Released,4108479,2,0
3476,52,0,1/3/2021,USD,86.15,Released,44091.88,3,0
3477,96,1972,7/5/2023,BDT,1,Released,1948069.2,3,0
3478,92,1931,5/8/2023,BDT,1,Released,1664812.63,2,0
3479,53,530,7/10/2022,BDT,1,Released,852197.75,2,0
3480,42,1188,11/18/2020,USD,84.75,Released,13278.54,3,0
3481,5,877,6/24/2022,BDT,1,Released,6175741.07,2,0
3482,123,1669,3/20/2023,USD,108.5,Released,20701.94,2,0
3483,84,628,4/7/2022,BDT,1,Released,1063678.0999999999,2,0
3484,70,647,7/19/2021,BDT,1,Released,1908585,6,0
3485,108,396,8/28/2023,CNY,107.9,Released,978492.2699999999,3,0
3486,20,1901,8/19/2023,BDT,1,Released,3433010.24,4,0
3487,138,571,8/12/2023,CNY,110.97,Released,534972.95,1,0
3488,20,2352,6/1/2023,BDT,1,Released,667655.89,4,0
3489,43,1504,12/8/2022,BDT,1,Released,5443167.72,4,0
3490,93,450,12/4/2021,BDT,1,Released,230826,2,0
3491,6,0,11/24/2022,USD,110.34,Released,839618.33,6,0
3492,94,849,3/28/2023,BDT,1,Released,2031934.25,1,0
3493,73,2412,4/3/2021,CNY,85.2,Released,90525.51,6,0
3494,107,1791,7/27/2023,USD,107.71,Released,29767.29,4,0
3495,99,2217,7/31/2021,BDT,1,Released,1200045,6,0
3496,77,260,4/5/2022,BDT,1,Released,4376334.67,2,0
3497,150,0,4/28/2023,BDT,1,Released,5019603.61,6,0
3498,59,2120,9/17/2021,BDT,1,Released,394956,5,0
3499,144,1071,4/24/2023,USD,108.92,Released,393185.57,6,0
3500,139,137,3/12/2023,USD,110.57,Released,9581.75,6,0
3501,111,1497,2/6/2022,BDT,1,Released,4144114.47,5,0
3502,25,584,4/29/2023,BDT,1,Released,2645975.74,3,0
3503,42,10,5/18/2022,USD,95.3,Released,438817.11,3,0
3504,104,2101,11/20/2023,BDT,1,Released,703490.81,3,0
3505,108,556,8/23/2023,CNY,105.64,Released,494794.16000000003,3,0
3506,144,345,10/16/2023,USD,107.85,Released,855646.55,6,0
3507,7,0,11/8/2020,BDT,1,Released,6705683,1,0
3508,136,1471,5/11/2023,BDT,1,Released,1710434.95,1,0
3509,77,777,4/27/2021,BDT,1,Released,83912,2,0
3510,109,2014,11/12/2023,BDT,1,Released,6374301.3,2,0
3511,80,706,7/26/2023,BDT,1,Released,4446268.15,2,0
3512,9,1305,9/6/2023,BDT,1,Released,2568556.83,3,0
3513,48,1355,9/2/2021,USD,85.66,Released,8213.29,6,0
3514,50,721,10/13/2023,USD,109.57,Released,615923.27,3,0
3515,36,0,6/19/2021,USD,85.77,Released,18392.58,2,0
3516,37,542,1/19/2022,BDT,1,Released,4244966.92,2,0
3517,91,585,5/29/2022,BDT,1,Released,3684626.46,6,0
3518,143,195,5/1/2022,USD,95,Released,512301.25,6,0
3519,102,2222,3/5/2021,BDT,1,Released,3763205,4,0
3520,2,727,8/26/2020,BDT,1,Released,2461203,1,0
3521,149,1867,2/5/2023,CNY,108.62,Released,579506.06,4,0
3522,138,2166,10/24/2023,CNY,106.04,Released,145952.8,1,0
3523,7,783,1/23/2023,BDT,1,Released,1861159,1,0
3524,58,1318,12/24/2022,BDT,1,Released,3310696.14,1,0
3525,142,0,10/8/2023,BDT,1,Released,5668408.31,6,1
3526,125,1769,1/14/2023,BDT,1,Released,5394967.63,6,0
3527,14,2199,11/16/2023,USD,109.24,Released,199198.62,5,0
3528,65,806,4/18/2022,BDT,1,Released,585708.11,6,0
3529,26,2120,8/29/2021,BDT,1,Released,675040,1,0
3530,106,0,4/21/2020,USD,84.59,Released,105803.88,2,0
3531,78,824,2/25/2022,BDT,1,Released,4296288.83,2,0
3532,89,1238,4/28/2022,CNY,86.57,Released,15533.81,1,0
3533,110,864,6/28/2023,BDT,1,Released,3322963.62,3,0
3534,45,596,6/30/2023,BDT,1,Released,3263789.88,3,0
3535,27,1284,1/15/2022,BDT,1,Released,1028332.2799999999,1,0
3536,106,1780,9/28/2020,USD,84.79,Released,491595.68000000005,2,0
3537,83,922,12/16/2022,BDT,1,Released,3955156.51,3,0
3538,136,2024,5/21/2021,BDT,1,Released,3075240,1,0
3539,50,209,6/30/2022,USD,97.64,Released,27033.2,3,0
3540,53,87,9/25/2022,BDT,1,Released,6442922.49,2,0
3541,145,0,10/1/2022,BDT,1,Released,2368803.37,3,0
3542,74,0,9/23/2020,BDT,1,Released,1555533,4,1
3543,149,0,11/17/2021,CNY,85.16,Released,1512930.8800000001,4,0
3544,63,1427,1/27/2022,BDT,1,Released,411862.85,3,0
3545,37,1243,11/16/2023,BDT,1,Released,4052144.5700000003,2,0
3546,76,1178,8/19/2022,BDT,1,Released,2404942.42,1,0
3547,15,476,4/5/2023,BDT,1,Released,2388438.04,5,0
3548,104,106,9/6/2023,BDT,1,Released,85564.83,3,0
3549,150,2101,7/24/2021,BDT,1,Released,2654455,6,0
3550,4,1841,1/11/2022,BDT,1,Released,5577715.98,3,0
3551,75,1471,5/11/2023,BDT,1,Released,6143467.89,3,0
3552,126,472,1/1/2022,BDT,1,Released,5958868.069999999,5,0
3553,53,1954,5/17/2020,BDT,1,Released,2661610,2,0
3554,134,1592,3/18/2022,BDT,1,Released,1563447.55,1,0
3555,123,505,10/8/2022,USD,107.3,Released,47664.29,2,0
3556,14,2350,4/14/2021,USD,85.82,Released,289505.94,5,0
3557,72,0,7/20/2023,BDT,1,Released,709425.8200000001,1,0
3558,71,275,5/12/2022,CNY,94.63,Released,871967.11,3,0
3559,122,988,3/1/2023,BDT,1,Released,673029.93,5,0
3560,2,2479,9/19/2023,BDT,1,Released,2789927.01,1,0
3561,31,985,5/24/2021,BDT,1,Released,4736201,1,0
3562,122,2067,3/14/2022,BDT,1,Released,397124.15,5,0
3563,54,0,3/9/2022,CNY,88.24,Released,258140.09000000003,5,0
