invoice_id,po_id,grn_id,invoice_date,vendor_invoice_no,invoice_amount,currency,spend_category
2937,2979,2937,2022-07-07,INV-2221,2750931.43,BDT,Inventory
2938,2980,2938,2023-11-23,INV-4322,1358146.02,BDT,Inventory
2939,2981,2939,2022-04-12,INV-1208,50727.17,USD,Inventory
2940,2982,2940,2023-12-31,INV-6735,3941682.2,BDT,Opex-Marketing
2941,2983,2941,2021-12-03,INV-8599,2339660.0,BDT,Inventory
2942,2984,2942,2022-01-20,INV-4151,3836591.35,BDT,Inventory
2943,2985,2943,2020-05-07,INV-0183,3885589.0,BDT,Opex-Marketing
2944,2986,2944,2021-01-04,INV-2377,830211.64,USD,Inventory
2945,2987,2945,2021-11-13,INV-4262,6322094.0,BDT,Opex-Marketing
2946,2988,2946,2021-12-17,INV-3401,3583422.0,BDT,Inventory
2947,2989,2947,2022-02-18,INV-4945,1119135.36,BDT,Inventory
2948,2990,2948,2021-05-12,INV-6841,918722.61,CNY,Inventory
2949,2991,2949,2023-07-14,INV-1961,21040.9,USD,Inventory
2950,2992,2950,2022-03-02,INV-6713,59458.49,CNY,Inventory
2951,2993,2951,2023-11-14,INV-5429,75451.89,USD,Inventory
2952,2994,2952,2022-10-16,INV-2060,1558.55,USD,Inventory
2953,2995,2953,2021-08-14,INV-9127,1481393.0,BDT,Opex-Marketing
2954,2996,2954,2022-04-20,INV-6388,5407800.76,BDT,Inventory
2955,2997,2955,2021-08-30,INV-0199,186862.29,USD,Inventory
2956,2998,2956,2023-07-27,INV-9119,48410.66,USD,Inventory
2957,3000,2957,2023-12-23,INV-0154,7371304.44,BDT,Inventory
2958,3001,2958,2023-01-06,INV-7244,930857.95,BDT,Inventory
2959,3002,2959,2023-02-09,INV-3360,39904.33,USD,Inventory
2960,3003,2960,2021-07-21,INV-3239,3481776.0,BDT,Inventory
2961,3004,2961,2023-11-10,INV-0410,3343501.59,BDT,Inventory
2962,3005,2962,2021-01-21,INV-3441,25254.88,USD,Inventory
2963,3006,2963,2023-09-24,INV-1066,3503994.46,BDT,Inventory
2964,3007,2964,2022-02-28,INV-2377,3517553.62,BDT,Opex-Marketing
2965,3008,2965,2023-11-23,INV-7968,219601.92,USD,Inventory
2966,3009,2966,2022-10-10,INV-2218,4186685.0,BDT,Opex-Marketing
2967,3010,2967,2021-04-12,INV-2885,2348715.0,BDT,Opex-Admin
2968,3011,2968,2022-08-25,INV-7414,1695219.25,BDT,Inventory
2969,3012,2969,2022-12-06,INV-1591,34013.12,USD,Inventory
2970,3013,2970,2023-12-26,INV-1581,614078.9,BDT,Inventory
2971,3014,2971,2023-02-03,INV-2563,1237851.89,CNY,Inventory
2972,3015,2972,2023-10-01,INV-8280,715542.65,USD,Capex-IT
2973,3016,2973,2023-04-29,INV-0103,2386779.72,BDT,Inventory
2974,3017,2974,2021-03-10,INV-3627,2310720.0,BDT,Inventory
2975,3018,2975,2022-10-30,INV-4893,10238.12,USD,Capex-IT
2976,3019,2976,2023-01-28,INV-4927,207944.2,USD,Inventory
2977,3020,2977,2023-07-29,INV-0685,408328.48,USD,Inventory
2978,3021,2978,2022-02-15,INV-3135,99003.0,USD,Inventory
2979,3022,2979,2023-09-10,INV-4784,187939.61,USD,Capex-IT
2980,3023,2980,2022-10-21,INV-0098,553692.34,BDT,Opex-Marketing
2981,3024,2981,2023-02-28,INV-6934,1472135.54,BDT,Inventory
2982,3025,2982,2023-12-12,INV-8803,1818435.92,BDT,Opex-Marketing
2983,3026,2983,2022-10-05,INV-3727,3669996.17,BDT,Inventory
2984,3027,2984,2023-04-11,INV-5239,2844005.4,BDT,Inventory
2985,3029,2985,2023-08-30,INV-0272,29612.88,USD,Inventory
2986,3030,2986,2022-06-27,INV-2404,7740083.46,BDT,Inventory
2987,3031,2987,2022-12-25,INV-0281,1833727.06,BDT,Inventory
2988,3032,2988,2023-07-24,INV-8558,5244989.13,BDT,Inventory
2989,3033,2989,2022-12-12,INV-0890,1864805.76,BDT,Inventory
2990,3034,2990,2023-01-16,INV-3079,11208.96,BDT,Opex-Admin
2991,3035,2991,2023-08-17,INV-4056,47882.8,CNY,Capex-IT
2992,3036,2992,2020-07-28,INV-0726,4623531.0,BDT,Inventory
2993,3037,2993,2021-05-07,INV-8659,824892.0,BDT,Inventory
2994,3038,2994,2020-09-25,INV-1968,186883.0,BDT,Inventory
2995,3039,2995,2023-01-14,INV-8874,751396.49,USD,Capex-IT
2996,3040,2996,2022-06-20,INV-1016,5619936.19,BDT,Inventory
2997,3041,2997,2020-09-08,INV-7174,2139852.0,BDT,Inventory
2998,3042,2998,2023-09-17,INV-3311,5055629.43,BDT,Inventory
2999,3043,2999,2022-11-07,INV-9188,4984853.63,BDT,Inventory
3000,3044,3000,2023-04-22,INV-6884,14630.0,CNY,Inventory
3001,3045,3001,2022-12-28,INV-8343,5109754.65,BDT,Inventory
3002,3046,3002,2021-02-18,INV-2030,157716.0,BDT,Opex-Marketing
3003,3047,3003,2021-01-25,INV-8105,5385451.0,BDT,Opex-Facility
3004,3048,3004,2022-06-22,INV-6027,6839733.79,BDT,Inventory
3005,3049,3005,2023-11-04,INV-5618,1765726.9,BDT,Inventory
3006,3050,3006,2023-04-24,INV-9180,7189953.94,BDT,Inventory
3007,3051,3007,2023-11-02,INV-5691,1609277.66,BDT,Opex-Marketing
3008,3052,3008,2023-04-13,INV-6739,84216.43,CNY,Inventory
3009,3053,3009,2023-07-07,INV-4345,742985.64,BDT,Opex-Marketing
3010,3054,3010,2023-07-18,INV-1412,3985132.74,BDT,Inventory
3011,3055,3011,2021-04-17,INV-1656,2690795.0,BDT,Inventory
3012,3056,3012,2022-12-21,INV-4246,1196.52,CNY,Inventory
3013,3057,3013,2023-02-05,INV-7908,320049.43,CNY,Inventory
3014,3058,3014,2023-10-29,INV-0463,4249334.01,BDT,Inventory
3015,3059,3015,2021-07-30,INV-6836,3434186.0,BDT,Inventory
3016,3060,3016,2022-12-08,INV-4402,1825138.32,BDT,Inventory
3017,3061,3017,2023-07-09,INV-7693,442207.77,USD,Inventory
3018,3062,3018,2020-12-24,INV-9501,1790020.0,BDT,Inventory
3019,3063,3019,2020-03-26,INV-3237,3138308.0,BDT,Opex-Marketing
3020,3064,3020,2023-03-31,INV-1521,17046.79,USD,Inventory
3021,3065,3021,2023-02-19,INV-7905,97593.99,USD,Inventory
3022,3066,3022,2023-03-12,INV-9771,211392.64,USD,Capex-IT
3023,3067,3023,2023-01-11,INV-0670,1175127.75,BDT,Inventory
3024,3068,3024,2023-11-28,INV-1126,2381431.88,BDT,Inventory
3025,3070,3025,2021-10-07,INV-2339,44923.2,USD,Capex-IT
3026,3071,3026,2022-01-29,INV-0690,2085253.71,BDT,Inventory
3027,3072,3027,2023-11-09,INV-8252,1079306.08,USD,Inventory
3028,3073,3028,2022-10-07,INV-0717,1423416.56,BDT,Inventory
3029,3074,3029,2021-09-03,INV-0743,4698554.0,BDT,Opex-Marketing
3030,3075,3030,2021-01-24,INV-8398,11343.21,CNY,Capex-IT
3031,3076,3031,2020-05-16,INV-2858,3991885.0,BDT,Opex-Facility
3032,3077,3032,2023-10-05,INV-0314,1213548.08,USD,Capex-IT
3033,3078,3033,2023-06-10,INV-0769,7154656.85,BDT,Inventory
3034,3079,3034,2021-11-26,INV-8864,2122712.0,BDT,Inventory
3035,3080,3035,2022-02-11,INV-0237,2577157.34,BDT,Inventory
3036,3081,3036,2023-01-28,INV-8948,95528.37,CNY,Inventory
3037,3082,3037,2022-07-28,INV-0948,5780385.38,BDT,Inventory
3038,3083,3038,2021-05-27,INV-0656,8378140.0,BDT,Inventory
3039,3084,3039,2023-05-05,INV-1726,3529719.13,BDT,Opex-Facility
3040,3085,3040,2022-09-05,INV-0600,965994.72,BDT,Inventory
3041,3086,3041,2022-07-12,INV-3136,1221135.74,BDT,Opex-Admin
3042,3087,3042,2023-07-27,INV-0877,4802284.5,BDT,Inventory
3043,3088,3043,2023-12-20,INV-8586,445535.37,USD,Capex-IT
3044,3089,3044,2023-08-31,INV-4426,145081.76,CNY,Inventory
3045,3090,3045,2023-07-11,INV-5312,1156673.28,BDT,Inventory
3046,3091,3046,2023-06-21,INV-2128,6829194.24,BDT,Inventory
3047,3092,3047,2022-05-29,INV-7170,2696192.7,BDT,Opex-Marketing
3048,3093,3048,2022-11-23,INV-9383,48696.1,USD,Inventory
3049,3094,3049,2023-12-12,INV-0532,315353.82,BDT,Inventory
3050,3096,3050,2023-05-12,INV-3727,1168802.35,BDT,Opex-Facility
3051,3097,3051,2023-06-08,INV-3975,2596039.58,BDT,Inventory
3052,3098,3052,2023-07-07,INV-3515,4869358.64,BDT,Inventory
3053,3099,3053,2020-10-02,INV-5504,2087632.0,BDT,Inventory
3054,3100,3054,2023-05-12,INV-3901,3508819.56,BDT,Inventory
3055,3101,3055,2022-06-19,INV-2714,77650.82,USD,Inventory
3056,3102,3056,2023-11-28,INV-8192,3053457.19,BDT,Opex-Marketing
3057,3103,3057,2022-12-28,INV-5645,52656.03,USD,Inventory
3058,3104,3058,2022-10-19,INV-9842,406489.85,CNY,Capex-IT
3059,3105,3059,2023-01-30,INV-4497,5819913.79,BDT,Inventory
3060,3106,3060,2023-09-23,INV-6395,2810913.41,BDT,Inventory
3061,3107,3061,2021-01-18,INV-0498,4258918.0,BDT,Inventory
3062,3108,3062,2022-12-26,INV-5623,3455669.16,BDT,Opex-Facility
3063,3109,3063,2023-04-17,INV-4971,735877.34,USD,Inventory
3064,3110,3064,2021-10-16,INV-1016,638085.0,BDT,Opex-Marketing
3065,3111,3065,2022-06-15,INV-4680,2648451.54,BDT,Inventory
3066,3112,3066,2023-05-15,INV-7167,5948037.45,BDT,Inventory
3067,3113,3067,2023-11-09,INV-0401,3334950.87,BDT,Inventory
3068,3114,3068,2021-11-20,INV-4821,133721.51,USD,Inventory
3069,3115,3069,2022-10-17,INV-7249,3178197.18,BDT,Inventory
3070,3116,3070,2023-05-31,INV-5724,3923117.03,BDT,Inventory
3071,3117,3071,2023-10-23,INV-3591,5564.94,USD,Inventory
3072,3118,3072,2022-09-19,INV-5947,4288949.48,BDT,Opex-Marketing
3073,3119,3073,2020-06-20,INV-5810,245257.72,CNY,Capex-IT
3074,3120,3074,2023-04-09,INV-9082,663627.86,USD,Capex-IT
3075,3121,3075,2021-01-20,INV-1444,196718.0,BDT,Inventory
3076,3122,3076,2023-01-28,INV-0176,2285245.6,BDT,Inventory
3077,3123,3077,2021-07-11,INV-9537,3414996.0,BDT,Opex-Facility
3078,3124,3078,2023-07-18,INV-1051,1805833.8,BDT,Opex-Facility
3079,3125,3079,2023-12-21,INV-7366,23851.78,USD,Inventory
3080,3126,3080,2023-03-26,INV-7116,5257030.95,BDT,Inventory
3081,3127,3081,2020-11-23,INV-3185,248472.0,BDT,Inventory
3082,3128,3082,2023-05-14,INV-2734,4735447.97,BDT,Inventory
3083,3129,3083,2020-12-15,INV-2030,3735642.0,BDT,Inventory
3084,3130,3084,2022-01-12,INV-4753,4658603.6,BDT,Inventory
3085,3131,3085,2023-01-28,INV-4971,3923569.59,BDT,Inventory
3086,3132,3086,2022-08-09,INV-9814,5175846.17,BDT,Inventory
3087,3133,3087,2022-01-16,INV-0608,2361172.0,BDT,Inventory
3088,3134,3088,2023-06-24,INV-8053,23132.93,CNY,Inventory
3089,3135,3089,2022-03-10,INV-9896,688477.54,CNY,Inventory
3090,3136,3090,2021-10-30,INV-1838,47487.0,BDT,Inventory
3091,3137,3091,2023-10-24,INV-1531,5842688.71,BDT,Inventory
3092,3138,3092,2022-09-18,INV-5159,77187.57,USD,Inventory
3093,3139,3093,2022-11-25,INV-8582,270387.93,USD,Inventory
3094,3140,3094,2022-12-09,INV-4139,4941167.23,BDT,Inventory
3095,3141,3095,2021-07-20,INV-0996,715225.0,BDT,Inventory
3096,3142,3096,2023-11-28,INV-4282,3739889.0,BDT,Inventory
3097,3143,3097,2022-04-24,INV-2842,1038532.06,USD,Capex-IT
3098,3144,3098,2023-03-25,INV-1123,13733.59,USD,Inventory
3099,3145,3099,2022-01-13,INV-9665,28800.52,USD,Inventory
3100,3146,3100,2022-01-04,INV-0244,718079.42,CNY,Inventory
3101,3147,3101,2021-09-30,INV-9114,8300.15,USD,Inventory
3102,3148,3102,2022-08-29,INV-7309,3769315.76,BDT,Opex-Marketing
3103,3149,3103,2021-07-07,INV-7402,30495.18,USD,Inventory
3104,3150,3104,2022-12-02,INV-2863,252968.77,USD,Inventory
3105,3151,3105,2023-11-01,INV-7121,9595912.88,BDT,Inventory
3106,3152,3106,2021-12-14,INV-7944,2991584.0,BDT,Inventory
3107,3153,3107,2022-06-27,INV-5649,892045.58,CNY,Inventory
3108,3154,3108,2023-02-16,INV-9869,4393517.35,BDT,Opex-Facility
3109,3155,3109,2022-05-19,INV-7151,134388.42,CNY,Inventory
3110,3156,3110,2022-10-13,INV-6242,2803151.2,BDT,Inventory
3111,3157,3111,2021-09-06,INV-1174,82695.86,USD,Inventory
3112,3158,3112,2022-02-21,INV-7647,1103821.22,BDT,Inventory
3113,3159,3113,2022-01-01,INV-1950,103942.17,USD,Inventory
3114,3160,3114,2021-04-23,INV-7093,20393.96,USD,Inventory
3115,3161,3115,2022-08-01,INV-3614,2347928.02,BDT,Inventory
3116,3162,3116,2022-06-26,INV-4939,482322.75,CNY,Inventory
3117,3163,3117,2022-05-28,INV-7738,2087044.99,BDT,Inventory
3118,3164,3118,2023-02-08,INV-8205,5244533.64,BDT,Inventory
3119,3165,3119,2023-06-29,INV-5481,1144021.88,BDT,Inventory
3120,3166,3120,2020-08-26,INV-0679,2404859.0,BDT,Inventory
3121,3167,3121,2023-09-29,INV-5575,4023177.43,BDT,Inventory
3122,3168,3122,2022-05-20,INV-1358,275681.55,BDT,Inventory
3123,3169,3123,2022-07-02,INV-5057,2501075.95,BDT,Opex-Marketing
3124,3170,3124,2021-01-28,INV-1887,4289004.0,BDT,Inventory
3125,3171,3125,2022-06-04,INV-1992,17993.9,USD,Inventory
3126,3172,3126,2023-01-16,INV-2539,2196338.98,BDT,Inventory
3127,3173,3127,2022-06-11,INV-0789,4468729.12,BDT,Inventory
3128,3174,3128,2023-03-19,INV-5597,28795.84,USD,Inventory
3129,3175,3129,2023-04-21,INV-1822,2798287.1,BDT,Opex-Logistics
3130,3176,3130,2021-03-20,INV-4820,4687506.0,BDT,Inventory
3131,3177,3131,2021-02-09,INV-9443,266770.0,BDT,Inventory
3132,3178,3132,2023-06-13,INV-1034,717175.44,BDT,Opex-Marketing
3133,3179,3133,2023-07-15,INV-5953,1489145.61,BDT,Inventory
3134,3180,3134,2023-11-15,INV-8876,2359175.88,BDT,Inventory
3135,3181,3135,2022-06-19,INV-4329,2916423.84,BDT,Inventory
3136,3182,3136,2021-04-09,INV-3889,3678559.0,BDT,Inventory
3137,3183,3137,2023-08-12,INV-0802,152860.14,USD,Capex-IT
3138,3184,3138,2021-10-30,INV-1850,812492.54,USD,Capex-IT
3139,3185,3139,2023-08-22,INV-4432,1302719.52,BDT,Inventory
3140,3186,3140,2021-07-13,INV-7641,2224044.0,BDT,Inventory
3141,3187,3141,2023-11-17,INV-6066,6206467.58,BDT,Opex-Marketing
3142,3188,3142,2021-01-08,INV-2079,888103.2,USD,Capex-IT
3143,3189,3143,2023-09-05,INV-1761,3258111.5,BDT,Inventory
3144,3190,3144,2023-07-05,INV-3489,1529893.77,BDT,Inventory
3145,3191,3145,2023-02-06,INV-7370,2570939.7,BDT,Inventory
3146,3192,3146,2022-05-25,INV-6267,14912.55,USD,Capex-IT
3147,3193,3147,2022-11-30,INV-2018,191794.12,CNY,Capex-IT
3148,3194,3148,2023-11-09,INV-8854,5445107.95,BDT,Inventory
3149,3195,3149,2022-10-23,INV-4260,1958926.54,BDT,Inventory
3150,3196,3150,2023-03-30,INV-7708,2236911.07,BDT,Inventory
3151,3197,3151,2022-08-27,INV-8555,117593.8,USD,Capex-IT
3152,3198,3152,2022-05-27,INV-7386,600322.2,USD,Capex-IT
3153,3199,3153,2023-04-22,INV-8779,327200.82,BDT,Opex-Facility
3154,3200,3154,2023-11-18,INV-0104,35832.82,CNY,Inventory
3155,3201,3155,2022-02-23,INV-3654,7104.61,USD,Capex-IT
3156,3202,3156,2020-05-03,INV-4458,2675614.0,BDT,Inventory
3157,3203,3157,2021-08-18,INV-0954,598920.26,CNY,Capex-IT
3158,3204,3158,2021-06-24,INV-2220,2820531.0,BDT,Inventory
3159,3205,3159,2023-12-17,INV-8312,112273.02,CNY,Inventory
3160,3206,3160,2023-03-12,INV-3812,3901166.92,BDT,Opex-Facility
3161,3207,3161,2023-12-25,INV-9663,30070.38,USD,Inventory
3162,3208,3162,2022-11-16,INV-0714,5429307.33,BDT,Opex-Marketing
3163,3209,3163,2022-08-03,INV-9764,2506110.82,BDT,Inventory
3164,3210,3164,2023-06-29,INV-6847,118188.66,USD,Inventory
3165,3211,3165,2023-09-27,INV-0988,430674.51,USD,Inventory
3166,3212,3166,2021-09-03,INV-0229,339779.0,BDT,Inventory
3167,3213,3167,2023-05-14,INV-2387,1245574.91,BDT,Opex-Marketing
3168,3214,3168,2021-09-22,INV-5521,1498968.0,BDT,Inventory
3169,3215,3169,2021-11-05,INV-3191,1079894.0,BDT,Inventory
3170,3216,3170,2021-10-29,INV-9957,949158.59,USD,Capex-IT
3171,3217,3171,2023-12-01,INV-1822,296313.75,BDT,Inventory
3172,3218,3172,2022-07-21,INV-4569,2339899.86,BDT,Inventory
3173,3219,3173,2021-08-08,INV-2962,1448024.0,BDT,Inventory
3174,3221,3174,2022-11-19,INV-3681,2677653.93,BDT,Opex-Facility
3175,3222,3175,2021-09-24,INV-7374,1298086.0,BDT,Inventory
3176,3223,3176,2021-01-18,INV-7894,9413.3,USD,Inventory
3177,3224,3177,2022-06-14,INV-2234,1755827.24,BDT,Inventory
3178,3225,3178,2023-02-12,INV-0771,85454.65,CNY,Inventory
3179,3226,3179,2022-10-19,INV-4276,871650.38,BDT,Inventory
3180,3227,3180,2023-08-03,INV-0452,1189847.64,BDT,Inventory
3181,3228,3181,2023-02-13,INV-2285,26376.48,CNY,Inventory
3182,3229,3182,2023-01-17,INV-2386,162874.84,USD,Capex-IT
3183,3230,3183,2021-12-01,INV-2212,394772.02,USD,Inventory
3184,3231,3184,2022-11-15,INV-4238,3377415.36,BDT,Opex-Admin
3185,3232,3185,2023-06-28,INV-5244,2098298.26,BDT,Opex-Marketing
3186,3233,3186,2022-03-09,INV-9723,5243.61,CNY,Capex-IT
3187,3234,3187,2023-11-23,INV-5010,2745139.28,BDT,Opex-Marketing
3188,3235,3188,2023-12-29,INV-4070,968757.25,BDT,Inventory
3189,3236,3189,2023-11-13,INV-5231,188481.54,USD,Capex-IT
3190,3237,3190,2021-07-11,INV-1600,1515318.0,BDT,Inventory
3191,3238,3191,2023-04-30,INV-8887,1468752.99,BDT,Inventory
3192,3239,3192,2023-08-22,INV-6820,6968093.88,BDT,Opex-Marketing
3193,3240,3193,2022-12-09,INV-4184,1947156.35,BDT,Opex-Marketing
3194,3241,3194,2023-02-13,INV-0936,4004538.0,BDT,Opex-Logistics
3195,3242,3195,2022-04-17,INV-0464,280986.42,BDT,Inventory
3196,3243,3196,2021-02-16,INV-0166,1841483.0,BDT,Inventory
3197,3244,3197,2023-11-12,INV-7421,92036.0,USD,Capex-IT
3198,3245,3198,2020-07-14,INV-1784,4420427.0,BDT,Opex-Admin
3199,3246,3199,2021-05-18,INV-2510,1619171.0,BDT,Inventory
3200,3247,3200,2022-12-22,INV-6290,6856701.95,BDT,Opex-Facility
3201,3248,3201,2021-03-19,INV-8120,44179.38,USD,Inventory
3202,3249,3202,2021-11-30,INV-5146,3582797.0,BDT,Opex-Admin
3203,3250,3203,2023-04-13,INV-3950,2677380.42,BDT,Inventory
3204,3251,3204,2020-07-18,INV-2293,1675204.0,BDT,Inventory
3205,3252,3205,2023-03-19,INV-0766,2043727.28,BDT,Opex-Marketing
3206,3253,3206,2020-11-03,INV-6768,3771.3,USD,Inventory
3207,3254,3207,2024-01-04,INV-7924,3916184.85,BDT,Inventory
3208,3255,3208,2022-07-15,INV-0508,3247576.74,BDT,Inventory
3209,3256,3209,2022-01-21,INV-3727,1051573.0,BDT,Inventory
3210,3257,3210,2023-03-26,INV-2260,138343.79,USD,Inventory
3211,3258,3211,2023-12-12,INV-0093,357412.46,USD,Inventory
3212,3259,3212,2023-06-06,INV-3501,3718898.64,BDT,Inventory
3213,3260,3213,2022-10-22,INV-4037,6678130.61,BDT,Inventory
3214,3261,3214,2023-06-16,INV-4600,3706507.88,BDT,Inventory
3215,3262,3215,2022-09-02,INV-5785,3504439.43,BDT,Inventory
3216,3263,3216,2022-12-03,INV-2877,3138805.9,BDT,Opex-Facility
3217,3264,3217,2022-01-16,INV-6660,615941.22,CNY,Inventory
3218,3265,3218,2023-01-07,INV-9831,252194.98,CNY,Inventory
3219,3266,3219,2023-11-05,INV-9075,29600.49,USD,Inventory
3220,3267,3220,2023-12-24,INV-8379,43987.72,USD,Inventory
3221,3268,3221,2023-08-13,INV-6521,4012689.48,BDT,Inventory
3222,3269,3222,2023-10-05,INV-6898,9101925.18,BDT,Inventory
3223,3270,3223,2021-04-27,INV-3841,3926136.0,BDT,Inventory
3224,3271,3224,2022-07-16,INV-2808,488081.74,USD,Inventory
3225,3272,3225,2021-04-07,INV-0405,4096430.0,BDT,Inventory
3226,3273,3226,2023-04-19,INV-4625,775610.4,BDT,Inventory
3227,3274,3227,2022-11-13,INV-1983,8458260.5,BDT,Inventory
3228,3275,3228,2021-11-16,INV-1870,968966.6,USD,Capex-IT
3229,3276,3229,2023-12-08,INV-8676,11423.54,USD,Inventory
3230,3277,3230,2022-12-21,INV-7371,1122803.89,BDT,Opex-Facility
3231,3278,3231,2023-11-03,INV-6306,1750486.07,BDT,Opex-Marketing
3232,3279,3232,2020-10-16,INV-6795,930.7,CNY,Inventory
3233,3280,3233,2021-04-09,INV-0335,1837.5,USD,Inventory
3234,3281,3234,2020-08-29,INV-4042,2325460.0,BDT,Inventory
3235,3282,3235,2023-07-21,INV-4211,2094772.15,BDT,Inventory
3236,3283,3236,2023-06-02,INV-0709,2376638.08,BDT,Inventory
3237,3284,3237,2023-03-21,INV-5241,1104134.31,BDT,Inventory
3238,3285,3238,2023-04-18,INV-1564,32060.16,CNY,Capex-IT
3239,3286,3239,2023-07-21,INV-8823,369382.73,CNY,Inventory
3240,3287,3240,2022-01-02,INV-5805,717906.0,BDT,Inventory
3241,3288,3241,2021-03-06,INV-0664,348080.2,USD,Inventory
3242,3289,3242,2022-12-20,INV-4219,1190104.64,BDT,Opex-Facility
3243,3290,3243,2020-10-16,INV-1764,5029654.0,BDT,Inventory
3244,3291,3244,2022-02-24,INV-9851,393936.84,CNY,Capex-IT
3245,3292,3245,2023-03-03,INV-4711,490034.4,CNY,Capex-IT
3246,3293,3246,2023-06-03,INV-6568,1615367.37,BDT,Opex-Admin
3247,3294,3247,2022-03-26,INV-1515,51388.28,BDT,Inventory
3248,3295,3248,2022-05-04,INV-3303,1553963.64,BDT,Inventory
3249,3296,3249,2022-11-04,INV-8061,6661577.87,BDT,Inventory
3250,3297,3250,2023-01-14,INV-3424,3084048.85,BDT,Inventory
3251,3298,3251,2023-12-13,INV-2376,2789335.52,BDT,Inventory
3252,3299,3252,2022-05-24,INV-5012,65314.41,USD,Inventory
3253,3300,3253,2023-10-28,INV-2153,9061.3,USD,Capex-IT
3254,3301,3254,2023-10-10,INV-3291,6980247.21,BDT,Inventory
3255,3302,3255,2021-03-12,INV-8981,486927.0,BDT,Opex-Facility
3256,3303,3256,2023-05-16,INV-8333,2227927.61,BDT,Inventory
3257,3304,3257,2021-11-27,INV-3494,296286.0,BDT,Inventory
3258,3305,3258,2023-02-10,INV-2439,29471.62,USD,Inventory
3259,3306,3259,2023-01-28,INV-6713,33240.11,CNY,Inventory
3260,3307,3260,2022-08-26,INV-6296,29665.11,USD,Inventory
3261,3308,3261,2022-06-18,INV-8024,2787131.36,BDT,Inventory
3262,3309,3262,2023-10-11,INV-6528,2080000.01,BDT,Inventory
3263,3310,3263,2022-06-23,INV-1209,455019.21,CNY,Capex-IT
3264,3312,3264,2023-12-19,INV-6622,3329383.05,BDT,Opex-Marketing
3265,3313,3265,2023-10-14,INV-6315,655.72,CNY,Inventory
3266,3314,3266,2023-10-02,INV-9581,3432241.72,BDT,Inventory
3267,3315,3267,2023-08-13,INV-9684,7065459.18,BDT,Inventory
3268,3316,3268,2022-12-27,INV-3711,2881809.39,BDT,Opex-Marketing
3269,3317,3269,2023-02-03,INV-4049,184271.72,CNY,Inventory
3270,3318,3270,2023-02-16,INV-3321,40004.35,CNY,Inventory
3271,3319,3271,2020-07-01,INV-4821,2567116.0,BDT,Inventory
3272,3320,3272,2023-06-27,INV-5139,7817191.41,BDT,Inventory
3273,3321,3273,2023-01-16,INV-1588,2299167.41,BDT,Opex-Admin
3274,3322,3274,2023-04-02,INV-5446,455857.12,BDT,Opex-Marketing
3275,3323,3275,2021-07-07,INV-5919,5652588.0,BDT,Inventory
3276,3324,3276,2023-08-05,INV-6308,8819401.35,BDT,Opex-Marketing
3277,3325,3277,2021-12-06,INV-9261,73317.31,USD,Inventory
3278,3326,3278,2023-12-20,INV-5661,4932636.04,BDT,Inventory
3279,3327,3279,2021-04-02,INV-7424,382785.0,BDT,Inventory
3280,3328,3280,2021-09-02,INV-3752,4577207.0,BDT,Inventory
3281,3329,3281,2022-05-26,INV-9531,732001.14,USD,Inventory
3282,3330,3282,2022-07-17,INV-2845,1956438.08,BDT,Inventory
3283,3331,3283,2021-11-01,INV-7909,246987.0,BDT,Opex-Marketing
3284,3332,3284,2023-05-11,INV-9007,1424874.98,BDT,Inventory
3285,3333,3285,2021-02-28,INV-3171,3846573.0,BDT,Inventory
3286,3334,3286,2021-04-29,INV-7196,2378144.0,BDT,Inventory
3287,3335,3287,2020-09-16,INV-3431,3968063.0,BDT,Inventory
3288,3336,3288,2023-03-13,INV-6407,4617161.19,BDT,Opex-Logistics
3289,3337,3289,2023-07-21,INV-7424,1676697.28,BDT,Opex-Marketing
3290,3338,3290,2022-12-31,INV-4580,7431852.97,BDT,Opex-Facility
3291,3340,3291,2023-10-03,INV-9118,595807.87,USD,Capex-IT
3292,3341,3292,2023-04-03,INV-3101,3476489.47,BDT,Inventory
3293,3342,3293,2023-03-04,INV-9108,2628294.3,BDT,Inventory
3294,3343,3294,2023-08-18,INV-8846,116538.67,CNY,Capex-IT
3295,3345,3295,2022-09-12,INV-9658,3956171.2,BDT,Inventory
3296,3346,3296,2023-09-01,INV-7193,2488146.08,BDT,Inventory
3297,3347,3297,2023-02-01,INV-1839,931.43,CNY,Inventory
3298,3348,3298,2023-04-27,INV-6499,1388651.02,BDT,Inventory
3299,3349,3299,2020-09-09,INV-2842,528728.0,BDT,Inventory
3300,3350,3300,2022-07-14,INV-2072,5043958.53,BDT,Inventory
3301,3351,3301,2021-07-20,INV-6137,4497703.0,BDT,Opex-Facility
3302,3352,3302,2023-12-18,INV-4497,6004435.64,BDT,Inventory
3303,3353,3303,2023-09-26,INV-8124,3714135.68,BDT,Inventory
3304,3355,3304,2023-02-04,INV-6517,3680145.56,BDT,Inventory
3305,3356,3305,2023-08-10,INV-2578,220083.1,CNY,Inventory
3306,3357,3306,2022-02-25,INV-4163,3300913.51,BDT,Opex-Marketing
3307,3358,3307,2022-08-21,INV-6260,593020.8,BDT,Inventory
3308,3359,3308,2020-07-26,INV-0463,2712904.0,BDT,Opex-Marketing
3309,3360,3309,2021-12-22,INV-3231,2925200.0,BDT,Opex-Facility
3310,3361,3310,2022-07-18,INV-8118,2484371.08,BDT,Inventory
3311,3362,3311,2021-07-16,INV-5055,893991.0,BDT,Inventory
